Year,Gender,State,Percentage,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,State,Percentage,Year,Gender,State,Percentage,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage,Year,Gender,State,Percentage
2000,Female,Maine,5,Maine,6.8,2001,Female,Maine,5.9,2001,Male,Maine,6.8,2002,Female,Maine,6.5,2002,Male,Maine,7.4,Maine,6.1,2003,Male,Maine,7.7,2004,Female,Maine,5.3,2004,Male,Maine,8.9,2005,Female,Maine,6.4,2005,Male,Maine,7.3,2006,Female,Maine,5.8,2006,Male,Maine,6.8,2007,Female,Maine,6.3,2007,Male,Maine,8,2008,Female,Maine,5.7,2008,Male,Maine,9.4,2009,Female,Maine,6.8,2009,Male,Maine,7.8,2010,Female,Maine,7.2,2010,Male,Maine,8.1,2011,Female,Maine,7.5,2011,Male,Maine,9.3,Maine,7.9,2012,Male,Maine,8.6,Maine,7.3,2013,Male,Maine,9.1,2014,Female,Maine,7.1,2014,Male,Maine,8.6,Maine,8.1,2015,Male,Maine,8.4,2016,Female,Maine,7.8,2016,Male,Maine,9.4,2017,Female,Maine,7.1,2017,Male,Maine,10.5,2018,Female,Maine,7.9,2018,Male,Maine,9.4,2019,Female,Maine,8,2019,Male,Maine,9.5,2020,Female,Maine,7.1,2020,Male,Maine,9.6,2021,Female,Maine,6.4,2021,Male,Maine,10.1
2000,Female,Maryland,5.8,Maryland,7.4,2001,Female,Maryland,6.6,2001,Male,Maryland,7.4,2002,Female,Maryland,5.6,2002,Male,Maryland,8.7,Maryland,7,2003,Male,Maryland,7.2,2004,Female,Maryland,7.2,2004,Male,Maryland,7.4,2005,Female,Maryland,7.1,2005,Male,Maryland,7.2,2006,Female,Maryland,7,2006,Male,Maryland,8.8,2007,Female,Maryland,7.6,2007,Male,Maryland,8.8,2008,Female,Maryland,7.7,2008,Male,Maryland,9.2,2009,Female,Maryland,8,2009,Male,Maryland,10.2,2010,Female,Maryland,8.6,2010,Male,Maryland,9.3,2011,Female,Maryland,8.5,2011,Male,Maryland,9.6,Maryland,9.3,2012,Male,Maryland,9.7,Maryland,9.2,2013,Male,Maryland,9.2,2014,Female,Maryland,8.6,2014,Male,Maryland,9.9,Maryland,8.6,2015,Male,Maryland,10.4,2016,Female,Maryland,9,2016,Male,Maryland,10.8,2017,Female,Maryland,8.8,2017,Male,Maryland,10.2,2018,Female,Maryland,10.1,2018,Male,Maryland,11.5,2019,Female,Maryland,9.2,2019,Male,Maryland,10.5,2020,Female,Maryland,8.6,2020,Male,Maryland,9.7,2021,Female,Maryland,9,2021,Male,Maryland,10.7
2000,Female,Massachusetts,5.3,Massachusetts,6.3,2001,Female,Massachusetts,4.8,2001,Male,Massachusetts,6.3,2002,Female,Massachusetts,5.1,2002,Male,Massachusetts,6.6,Massachusetts,5.2,2003,Male,Massachusetts,6.9,2004,Female,Massachusetts,4.8,2004,Male,Massachusetts,6.3,2005,Female,Massachusetts,5.6,2005,Male,Massachusetts,6.9,2006,Female,Massachusetts,5.4,2006,Male,Massachusetts,7,2007,Female,Massachusetts,6.9,2007,Male,Massachusetts,7.4,2008,Female,Massachusetts,5.9,2008,Male,Massachusetts,7.9,2009,Female,Massachusetts,6.3,2009,Male,Massachusetts,8.7,2010,Female,Massachusetts,6.3,2010,Male,Massachusetts,7.8,2011,Female,Massachusetts,6.8,2011,Male,Massachusetts,8.4,Massachusetts,7,2012,Male,Massachusetts,8.5,Massachusetts,7.2,2013,Male,Massachusetts,8.4,2014,Female,Massachusetts,7.1,2014,Male,Massachusetts,10.7,Massachusetts,7.2,2015,Male,Massachusetts,8.8,2016,Female,Massachusetts,7.6,2016,Male,Massachusetts,8.9,2017,Female,Massachusetts,8.1,2017,Male,Massachusetts,8.7,2018,Female,Massachusetts,6.1,2018,Male,Massachusetts,9.4,2019,Female,Massachusetts,6.5,2019,Male,Massachusetts,8.4,2020,Female,Massachusetts,7.2,2020,Male,Massachusetts,8.2,2021,Female,Massachusetts,7.4,2021,Male,Massachusetts,8.2
2000,Female,Michigan,6.6,Michigan,7.7,2001,Female,Michigan,7.2,2001,Male,Michigan,7.7,2002,Female,Michigan,7.7,2002,Male,Michigan,8.2,Michigan,7.8,2003,Male,Michigan,7.7,2004,Female,Michigan,7.7,2004,Male,Michigan,7.5,2005,Female,Michigan,7.3,2005,Male,Michigan,8.5,2006,Female,Michigan,7.8,2006,Male,Michigan,9.7,2007,Female,Michigan,7.6,2007,Male,Michigan,9.5,2008,Female,Michigan,7.4,2008,Male,Michigan,10,2009,Female,Michigan,8.3,2009,Male,Michigan,9.5,2010,Female,Michigan,8.1,2010,Male,Michigan,11.1,2011,Female,Michigan,8.7,2011,Male,Michigan,9.7,Michigan,8.3,2012,Male,Michigan,10.6,Michigan,8.5,2013,Male,Michigan,10.2,2014,Female,Michigan,8.2,2014,Male,Michigan,10,Michigan,8.8,2015,Male,Michigan,10.4,2016,Female,Michigan,8.8,2016,Male,Michigan,10.9,2017,Female,Michigan,9.3,2017,Male,Michigan,9.8,2018,Female,Michigan,9.3,2018,Male,Michigan,11.2,2019,Female,Michigan,9,2019,Male,Michigan,10.1,2020,Female,Michigan,9.6,2020,Male,Michigan,11.8,2021,Female,Michigan,8.7,2021,Male,Michigan,10.1
2000,Female,Minnesota,4.9,Minnesota,5,2001,Female,Minnesota,4,2001,Male,Minnesota,5,2002,Female,Minnesota,4.9,2002,Male,Minnesota,4.9,Minnesota,4.7,2003,Male,Minnesota,6.3,2004,Female,Minnesota,4.6,2004,Male,Minnesota,5.7,2005,Female,Minnesota,4.1,2005,Male,Minnesota,7.5,2006,Female,Minnesota,4.5,2006,Male,Minnesota,6.9,2007,Female,Minnesota,4.5,2007,Male,Minnesota,6.8,2008,Female,Minnesota,5.5,2008,Male,Minnesota,6,2009,Female,Minnesota,5,2009,Male,Minnesota,7.3,2010,Female,Minnesota,5.3,2010,Male,Minnesota,7.6,2011,Female,Minnesota,6.2,2011,Male,Minnesota,7.7,Minnesota,6,2012,Male,Minnesota,7.7,Minnesota,6.2,2013,Male,Minnesota,7.5,2014,Female,Minnesota,6.6,2014,Male,Minnesota,8.4,Minnesota,6.3,2015,Male,Minnesota,7.6,2016,Female,Minnesota,6.7,2016,Male,Minnesota,8.5,2017,Female,Minnesota,5.7,2017,Male,Minnesota,8.3,2018,Female,Minnesota,7,2018,Male,Minnesota,9,2019,Female,Minnesota,7.3,2019,Male,Minnesota,8.4,2020,Female,Minnesota,6.8,2020,Male,Minnesota,8.8,2021,Female,Minnesota,7,2021,Male,Minnesota,9
2000,Female,Mississippi,8,Mississippi,7.9,2001,Female,Mississippi,9.3,2001,Male,Mississippi,7.9,2002,Female,Mississippi,8.2,2002,Male,Mississippi,9.3,Mississippi,11.1,2003,Male,Mississippi,10.9,2004,Female,Mississippi,10.3,2004,Male,Mississippi,8.6,2005,Female,Mississippi,10.2,2005,Male,Mississippi,9,2006,Female,Mississippi,10.4,2006,Male,Mississippi,10.9,2007,Female,Mississippi,10.5,2007,Male,Mississippi,11.4,2008,Female,Mississippi,10.8,2008,Male,Mississippi,11.1,2009,Female,Mississippi,10.8,2009,Male,Mississippi,10.9,2010,Female,Mississippi,11.6,2010,Male,Mississippi,11.9,2011,Female,Mississippi,12.2,2011,Male,Mississippi,11.1,Mississippi,12,2012,Male,Mississippi,11.5,Mississippi,12.5,2013,Male,Mississippi,11.6,2014,Female,Mississippi,12,2014,Male,Mississippi,11.8,Mississippi,13,2015,Male,Mississippi,14.2,2016,Female,Mississippi,12.5,2016,Male,Mississippi,12.4,2017,Female,Mississippi,12.6,2017,Male,Mississippi,13,2018,Female,Mississippi,13.7,2018,Male,Mississippi,12.1,2019,Female,Mississippi,13.5,2019,Male,Mississippi,13.1,2020,Female,Mississippi,13.1,2020,Male,Mississippi,13.1,2021,Female,Mississippi,14.1,2021,Male,Mississippi,13.3
2000,Female,Missouri,5.3,Missouri,7.8,2001,Female,Missouri,5.6,2001,Male,Missouri,7.8,2002,Female,Missouri,7.1,2002,Male,Missouri,7.2,Missouri,6,2003,Male,Missouri,7.4,2004,Female,Missouri,7.1,2004,Male,Missouri,7,2005,Female,Missouri,7.2,2005,Male,Missouri,7.9,2006,Female,Missouri,6.4,2006,Male,Missouri,7.5,2007,Female,Missouri,7.4,2007,Male,Missouri,7.8,2008,Female,Missouri,7.3,2008,Male,Missouri,10.3,2009,Female,Missouri,7,2009,Male,Missouri,7.9,2010,Female,Missouri,8.2,2010,Male,Missouri,9.2,2011,Female,Missouri,9.1,2011,Male,Missouri,9.8,Missouri,8.9,2012,Male,Missouri,10.5,Missouri,9,2013,Male,Missouri,8.4,2014,Female,Missouri,9.6,2014,Male,Missouri,10.7,Missouri,9.6,2015,Male,Missouri,11.1,2016,Female,Missouri,9.6,2016,Male,Missouri,11,2017,Female,Missouri,8.7,2017,Male,Missouri,9.6,2018,Female,Missouri,8.2,2018,Male,Missouri,12.2,2019,Female,Missouri,8.6,2019,Male,Missouri,9.4,2020,Female,Missouri,8.5,2020,Male,Missouri,10.4,2021,Female,Missouri,8.5,2021,Male,Missouri,11.4
2000,Female,Montana,4.7,Montana,4.3,2001,Female,Montana,5.7,2001,Male,Montana,4.3,2002,Female,Montana,5.2,2002,Male,Montana,5.5,Montana,4.9,2003,Male,Montana,5.4,2004,Female,Montana,4.8,2004,Male,Montana,6.4,2005,Female,Montana,5.2,2005,Male,Montana,5.2,2006,Female,Montana,5.5,2006,Male,Montana,6.3,2007,Female,Montana,6.2,2007,Male,Montana,6,2008,Female,Montana,5.7,2008,Male,Montana,6.1,2009,Female,Montana,6.2,2009,Male,Montana,6.1,2010,Female,Montana,4.9,2010,Male,Montana,7.8,2011,Female,Montana,6.8,2011,Male,Montana,7.3,Montana,5.7,2012,Male,Montana,6.8,Montana,6,2013,Male,Montana,7.5,2014,Female,Montana,7.4,2014,Male,Montana,8,Montana,6.5,2015,Male,Montana,7.1,2016,Female,Montana,6.7,2016,Male,Montana,7.2,2017,Female,Montana,6.5,2017,Male,Montana,6.9,2018,Female,Montana,7.1,2018,Male,Montana,9.1,2019,Female,Montana,6.3,2019,Male,Montana,6.5,2020,Female,Montana,7.5,2020,Male,Montana,8.1,2021,Female,Montana,7.2,2021,Male,Montana,8
2000,Female,Nebraska,4.3,Nebraska,5.5,2001,Female,Nebraska,5,2001,Male,Nebraska,5.5,2002,Female,Nebraska,5.1,2002,Male,Nebraska,6.3,Nebraska,5,2003,Male,Nebraska,7.3,2004,Female,Nebraska,5.8,2004,Male,Nebraska,6.5,2005,Female,Nebraska,6.4,2005,Male,Nebraska,7.8,2006,Female,Nebraska,7.2,2006,Male,Nebraska,7,2007,Female,Nebraska,6,2007,Male,Nebraska,7.7,2008,Female,Nebraska,6.7,2008,Male,Nebraska,8.1,2009,Female,Nebraska,6.5,2009,Male,Nebraska,7.5,2010,Female,Nebraska,6.4,2010,Male,Nebraska,8.1,2011,Female,Nebraska,7.3,2011,Male,Nebraska,8.3,Nebraska,7.1,2012,Male,Nebraska,7.9,Nebraska,7.4,2013,Male,Nebraska,9.6,2014,Female,Nebraska,7.7,2014,Male,Nebraska,9.2,Nebraska,7.7,2015,Male,Nebraska,8.5,2016,Female,Nebraska,7.9,2016,Male,Nebraska,8.3,2017,Female,Nebraska,8.8,2017,Male,Nebraska,9.8,2018,Female,Nebraska,8.1,2018,Male,Nebraska,9.6,2019,Female,Nebraska,8.3,2019,Male,Nebraska,10.1,2020,Female,Nebraska,8.3,2020,Male,Nebraska,9.7,2021,Female,Nebraska,8,2021,Male,Nebraska,9.3
2000,Female,Nevada,4.1,Nevada,9.3,2001,Female,Nevada,5.8,2001,Male,Nevada,9.3,2002,Female,Nevada,5.3,2002,Male,Nevada,7.4,Nevada,5.1,2003,Male,Nevada,8,2004,Female,Nevada,5.6,2004,Male,Nevada,7.4,2005,Female,Nevada,7,2005,Male,Nevada,7.4,2006,Female,Nevada,6.4,2006,Male,Nevada,8.8,2007,Female,Nevada,7.7,2007,Male,Nevada,8.5,2008,Female,Nevada,7.7,2008,Male,Nevada,9.6,2009,Female,Nevada,7.2,2009,Male,Nevada,8.7,2010,Female,Nevada,7.1,2010,Male,Nevada,9.9,2011,Female,Nevada,8.8,2011,Male,Nevada,11.4,Nevada,8.3,2012,Male,Nevada,8.7,Nevada,8,2013,Male,Nevada,10.2,2014,Female,Nevada,8.3,2014,Male,Nevada,9.6,Nevada,8.1,2015,Male,Nevada,10.1,2016,Female,Nevada,10.5,2016,Male,Nevada,9.8,2017,Female,Nevada,9.5,2017,Male,Nevada,9.4,2018,Female,Nevada,9.4,2018,Male,Nevada,9.9,2019,Female,Nevada,9.6,2019,Male,Nevada,10.3,2020,Female,Nevada,8.6,2020,Male,Nevada,10.9,2021,Female,Nevada,9.8,2021,Male,Nevada,10.6
2000,Female,New Hampshire,4,New Hampshire,5.3,2001,Female,New Hampshire,4.7,2001,Male,New Hampshire,5.3,2002,Female,New Hampshire,5.5,2002,Male,New Hampshire,7.2,New Hampshire,5.4,2003,Male,New Hampshire,5.7,2004,Female,New Hampshire,6,2004,Male,New Hampshire,6.9,2005,Female,New Hampshire,5.9,2005,Male,New Hampshire,6.9,2006,Female,New Hampshire,6.2,2006,Male,New Hampshire,8.3,2007,Female,New Hampshire,6.2,2007,Male,New Hampshire,7.2,2008,Female,New Hampshire,6.8,2008,Male,New Hampshire,7,2009,Female,New Hampshire,5.8,2009,Male,New Hampshire,7.4,2010,Female,New Hampshire,5.5,2010,Male,New Hampshire,9.4,2011,Female,New Hampshire,6.5,2011,Male,New Hampshire,9.3,New Hampshire,6.8,2012,Male,New Hampshire,9,New Hampshire,7,2013,Male,New Hampshire,9.4,2014,Female,New Hampshire,7.5,2014,Male,New Hampshire,8.4,New Hampshire,6.4,2015,Male,New Hampshire,7.2,2016,Female,New Hampshire,6.4,2016,Male,New Hampshire,9.2,2017,Female,New Hampshire,5.9,2017,Male,New Hampshire,8.3,2018,Female,New Hampshire,7.6,2018,Male,New Hampshire,9.8,2019,Female,New Hampshire,7.1,2019,Male,New Hampshire,9,2020,Female,New Hampshire,6.9,2020,Male,New Hampshire,8.1,2021,Female,New Hampshire,6.2,2021,Male,New Hampshire,8.4
2000,Female,New Jersey,4.9,New Jersey,6.5,2001,Female,New Jersey,6.5,2001,Male,New Jersey,6.5,2002,Female,New Jersey,5.9,2002,Male,New Jersey,6.1,New Jersey,6,2003,Male,New Jersey,7.9,2004,Female,New Jersey,5.9,2004,Male,New Jersey,7.4,2005,Female,New Jersey,6.7,2005,Male,New Jersey,8.1,2006,Female,New Jersey,6.5,2006,Male,New Jersey,8,2007,Female,New Jersey,8.5,2007,Male,New Jersey,9.2,2008,Female,New Jersey,7.6,2008,Male,New Jersey,8.4,2009,Female,New Jersey,7.3,2009,Male,New Jersey,9.3,2010,Female,New Jersey,7.7,2010,Male,New Jersey,9.4,2011,Female,New Jersey,7.2,2011,Male,New Jersey,9.2,New Jersey,7.6,2012,Male,New Jersey,9.4,New Jersey,7.1,2013,Male,New Jersey,9.4,2014,Female,New Jersey,8,2014,Male,New Jersey,9.5,New Jersey,6.9,2015,Male,New Jersey,9.1,2016,Female,New Jersey,7.3,2016,Male,New Jersey,9,2017,Female,New Jersey,8.8,2017,Male,New Jersey,11,2018,Female,New Jersey,9.5,2018,Male,New Jersey,9.5,2019,Female,New Jersey,No Data,2019,Male,New Jersey,No Data,2020,Female,New Jersey,7.4,2020,Male,New Jersey,10.1,2021,Female,New Jersey,7.8,2021,Male,New Jersey,9.8
2000,Female,New Mexico,6.6,New Mexico,6.6,2001,Female,New Mexico,6.3,2001,Male,New Mexico,6.6,2002,Female,New Mexico,6,2002,Male,New Mexico,6.2,New Mexico,5.6,2003,Male,New Mexico,5.6,2004,Female,New Mexico,5.9,2004,Male,New Mexico,7,2005,Female,New Mexico,6.6,2005,Male,New Mexico,7.5,2006,Female,New Mexico,7.2,2006,Male,New Mexico,7,2007,Female,New Mexico,7.5,2007,Male,New Mexico,7.5,2008,Female,New Mexico,7,2008,Male,New Mexico,8.1,2009,Female,New Mexico,8,2009,Male,New Mexico,8.5,2010,Female,New Mexico,8,2010,Male,New Mexico,8.1,2011,Female,New Mexico,9,2011,Male,New Mexico,9.7,New Mexico,8.8,2012,Male,New Mexico,10.1,New Mexico,9.6,2013,Male,New Mexico,10,2014,Female,New Mexico,9.9,2014,Male,New Mexico,11.1,New Mexico,10.4,2015,Male,New Mexico,10.5,2016,Female,New Mexico,9.8,2016,Male,New Mexico,11.1,2017,Female,New Mexico,8.5,2017,Male,New Mexico,10.9,2018,Female,New Mexico,11.5,2018,Male,New Mexico,10.9,2019,Female,New Mexico,11,2019,Male,New Mexico,11,2020,Female,New Mexico,9.9,2020,Male,New Mexico,12.2,2021,Female,New Mexico,12.1,2021,Male,New Mexico,11.6
2000,Female,New York,5.7,New York,6.8,2001,Female,New York,6.4,2001,Male,New York,6.8,2002,Female,New York,6.8,2002,Male,New York,7.5,New York,7.1,2003,Male,New York,7.5,2004,Female,New York,6.3,2004,Male,New York,8.6,2005,Female,New York,7.2,2005,Male,New York,8.7,2006,Female,New York,6.2,2006,Male,New York,8.8,2007,Female,New York,7.5,2007,Male,New York,8.3,2008,Female,New York,7.4,2008,Male,New York,8.8,2009,Female,New York,7.4,2009,Male,New York,9.6,2010,Female,New York,7.3,2010,Male,New York,9.7,2011,Female,New York,9.2,2011,Male,New York,10.4,New York,7.7,2012,Male,New York,10.6,New York,9.8,2013,Male,New York,9.6,2014,Female,New York,8.4,2014,Male,New York,10.1,New York,8.1,2015,Male,New York,9.9,2016,Female,New York,8.8,2016,Male,New York,10.3,2017,Female,New York,8.8,2017,Male,New York,10.2,2018,Female,New York,8.8,2018,Male,New York,11.1,2019,Female,New York,8.8,2019,Male,New York,9.9,2020,Female,New York,8.5,2020,Male,New York,9.9,2021,Female,New York,9.1,2021,Male,New York,11.2
2000,Female,North Carolina,6.3,North Carolina,6.6,2001,Female,North Carolina,6.1,2001,Male,North Carolina,6.6,2002,Female,North Carolina,7.6,2002,Male,North Carolina,7,North Carolina,7.7,2003,Male,North Carolina,8.7,2004,Female,North Carolina,8.3,2004,Male,North Carolina,8.6,2005,Female,North Carolina,8,2005,Male,North Carolina,8.9,2006,Female,North Carolina,9.1,2006,Male,North Carolina,9.1,2007,Female,North Carolina,8.4,2007,Male,North Carolina,9.6,2008,Female,North Carolina,8.9,2008,Male,North Carolina,9.4,2009,Female,North Carolina,9.4,2009,Male,North Carolina,9.1,2010,Female,North Carolina,9.3,2010,Male,North Carolina,9.5,2011,Female,North Carolina,9.8,2011,Male,North Carolina,10.7,North Carolina,9.1,2012,Male,North Carolina,10.5,North Carolina,10.2,2013,Male,North Carolina,11,2014,Female,North Carolina,9.7,2014,Male,North Carolina,10.1,North Carolina,9.8,2015,Male,North Carolina,9.5,2016,Female,North Carolina,10.3,2016,Male,North Carolina,9.8,2017,Female,North Carolina,10.1,2017,Male,North Carolina,10.7,2018,Female,North Carolina,10.3,2018,Male,North Carolina,11.7,2019,Female,North Carolina,11.2,2019,Male,North Carolina,9.9,2020,Female,North Carolina,10.7,2020,Male,North Carolina,11.3,2021,Female,North Carolina,11.1,2021,Male,North Carolina,11
2000,Female,North Dakota,4.8,North Dakota,5.2,2001,Female,North Dakota,5.1,2001,Male,North Dakota,5.2,2002,Female,North Dakota,5.8,2002,Male,North Dakota,6.1,North Dakota,5.7,2003,Male,North Dakota,5.7,2004,Female,North Dakota,4.8,2004,Male,North Dakota,6.1,2005,Female,North Dakota,5.9,2005,Male,North Dakota,6.4,2006,Female,North Dakota,5.4,2006,Male,North Dakota,7.3,2007,Female,North Dakota,5.6,2007,Male,North Dakota,6.1,2008,Female,North Dakota,6.4,2008,Male,North Dakota,7.8,2009,Female,North Dakota,6.1,2009,Male,North Dakota,7.9,2010,Female,North Dakota,5.5,2010,Male,North Dakota,8.4,2011,Female,North Dakota,6.9,2011,Male,North Dakota,8.5,North Dakota,7,2012,Male,North Dakota,8.6,North Dakota,6.9,2013,Male,North Dakota,9.5,2014,Female,North Dakota,7,2014,Male,North Dakota,9,North Dakota,7.9,2015,Male,North Dakota,8.3,2016,Female,North Dakota,7,2016,Male,North Dakota,9.3,2017,Female,North Dakota,7.9,2017,Male,North Dakota,9.1,2018,Female,North Dakota,8.1,2018,Male,North Dakota,9.6,2019,Female,North Dakota,7.3,2019,Male,North Dakota,9.1,2020,Female,North Dakota,8.5,2020,Male,North Dakota,10.1,2021,Female,North Dakota,6.9,2021,Male,North Dakota,10.8
2000,Female,Ohio,5.7,Ohio,6.7,2001,Female,Ohio,6.4,2001,Male,Ohio,6.7,2002,Female,Ohio,7.6,2002,Male,Ohio,7.5,Ohio,8.3,2003,Male,Ohio,9,2004,Female,Ohio,6.8,2004,Male,Ohio,8.4,2005,Female,Ohio,6.7,2005,Male,Ohio,7.9,2006,Female,Ohio,6,2006,Male,Ohio,6.9,2007,Female,Ohio,8.5,2007,Male,Ohio,9.6,2008,Female,Ohio,8.7,2008,Male,Ohio,10.1,2009,Female,Ohio,9,2009,Male,Ohio,10,2010,Female,Ohio,8.7,2010,Male,Ohio,10.1,2011,Female,Ohio,8.6,2011,Male,Ohio,9.6,Ohio,9.6,2012,Male,Ohio,11.6,Ohio,8.8,2013,Male,Ohio,9.6,2014,Female,Ohio,9.9,2014,Male,Ohio,10.9,Ohio,9.1,2015,Male,Ohio,10.1,2016,Female,Ohio,9,2016,Male,Ohio,10.4,2017,Female,Ohio,9.9,2017,Male,Ohio,10,2018,Female,Ohio,10.8,2018,Male,Ohio,10.6,2019,Female,Ohio,9.4,2019,Male,Ohio,11.3,2020,Female,Ohio,11.3,2020,Male,Ohio,10.6,2021,Female,Ohio,10.1,2021,Male,Ohio,11.8
2000,Female,Oklahoma,5.8,Oklahoma,5,2001,Female,Oklahoma,6.6,2001,Male,Oklahoma,5,2002,Female,Oklahoma,6.3,2002,Male,Oklahoma,7.1,Oklahoma,7.1,2003,Male,Oklahoma,6.9,2004,Female,Oklahoma,7.4,2004,Male,Oklahoma,8.3,2005,Female,Oklahoma,8.1,2005,Male,Oklahoma,9.4,2006,Female,Oklahoma,9.1,2006,Male,Oklahoma,10.1,2007,Female,Oklahoma,9,2007,Male,Oklahoma,10.3,2008,Female,Oklahoma,8.4,2008,Male,Oklahoma,10.8,2009,Female,Oklahoma,10,2009,Male,Oklahoma,11,2010,Female,Oklahoma,9.1,2010,Male,Oklahoma,10.6,2011,Female,Oklahoma,9.3,2011,Male,Oklahoma,11.9,Oklahoma,9.6,2012,Male,Oklahoma,11.8,Oklahoma,9.1,2013,Male,Oklahoma,11.4,2014,Female,Oklahoma,10.4,2014,Male,Oklahoma,11.6,Oklahoma,10.4,2015,Male,Oklahoma,11,2016,Female,Oklahoma,10.4,2016,Male,Oklahoma,11.5,2017,Female,Oklahoma,11.1,2017,Male,Oklahoma,12.4,2018,Female,Oklahoma,11.1,2018,Male,Oklahoma,11.7,2019,Female,Oklahoma,10.3,2019,Male,Oklahoma,12,2020,Female,Oklahoma,11.3,2020,Male,Oklahoma,12.5,2021,Female,Oklahoma,10.8,2021,Male,Oklahoma,12.6
2000,Female,Oregon,5.3,Oregon,6.3,2001,Female,Oregon,5.3,2001,Male,Oregon,6.3,2002,Female,Oregon,5.8,2002,Male,Oregon,6.2,Oregon,5.4,2003,Male,Oregon,6.8,2004,Female,Oregon,5.4,2004,Male,Oregon,7.5,2005,Female,Oregon,6.1,2005,Male,Oregon,6.9,2006,Female,Oregon,5.7,2006,Male,Oregon,7.4,2007,Female,Oregon,5.9,2007,Male,Oregon,7.2,2008,Female,Oregon,6.1,2008,Male,Oregon,7,2009,Female,Oregon,6.7,2009,Male,Oregon,9.2,2010,Female,Oregon,6,2010,Male,Oregon,7.3,2011,Female,Oregon,7.7,2011,Male,Oregon,9.3,Oregon,8.8,2012,Male,Oregon,9.5,Oregon,7.7,2013,Male,Oregon,9,2014,Female,Oregon,8,2014,Male,Oregon,8,Oregon,8.2,2015,Male,Oregon,11.1,2016,Female,Oregon,8,2016,Male,Oregon,8.8,2017,Female,Oregon,7.9,2017,Male,Oregon,8.9,2018,Female,Oregon,9.8,2018,Male,Oregon,10.1,2019,Female,Oregon,7.5,2019,Male,Oregon,7.6,2020,Female,Oregon,8.3,2020,Male,Oregon,8.6,2021,Female,Oregon,7.7,2021,Male,Oregon,9.4
2000,Female,Pennsylvania,6.3,Pennsylvania,6.8,2001,Female,Pennsylvania,5.8,2001,Male,Pennsylvania,6.8,2002,Female,Pennsylvania,7.3,2002,Male,Pennsylvania,7.5,Pennsylvania,6.5,2003,Male,Pennsylvania,8.5,2004,Female,Pennsylvania,6.6,2004,Male,Pennsylvania,8,2005,Female,Pennsylvania,7.3,2005,Male,Pennsylvania,7.7,2006,Female,Pennsylvania,6.4,2006,Male,Pennsylvania,9.2,2007,Female,Pennsylvania,6.5,2007,Male,Pennsylvania,9.3,2008,Female,Pennsylvania,6.9,2008,Male,Pennsylvania,9,2009,Female,Pennsylvania,7.9,2009,Male,Pennsylvania,8.4,2010,Female,Pennsylvania,8,2010,Male,Pennsylvania,10.6,2011,Female,Pennsylvania,7.4,2011,Male,Pennsylvania,9.5,Pennsylvania,8.5,2012,Male,Pennsylvania,9.5,Pennsylvania,8.5,2013,Male,Pennsylvania,9,2014,Female,Pennsylvania,8.8,2014,Male,Pennsylvania,10.6,Pennsylvania,8.2,2015,Male,Pennsylvania,9.5,2016,Female,Pennsylvania,8.7,2016,Male,Pennsylvania,10.6,2017,Female,Pennsylvania,8.2,2017,Male,Pennsylvania,10,2018,Female,Pennsylvania,9.6,2018,Male,Pennsylvania,10,2019,Female,Pennsylvania,9.2,2019,Male,Pennsylvania,9.3,2020,Female,Pennsylvania,8.8,2020,Male,Pennsylvania,10.9,2021,Female,Pennsylvania,8,2021,Male,Pennsylvania,11
